1534181448370253825,"{'id': '1534181448370253825', 'text': 'RT @alialhinduan5: Diriwayatkan : ""Barangsiapa sholat dua raka\'at sebelum fajar tiba, setiap raka\'at membaca  :al-Fatihah, ayat Kursi 3 kal…'}"
1534181448378224640,"{'id': '1534181448378224640', 'text': '@yaelahbyyy_ Tetap ingat ya, biar tidurnya nyenyak minum AQUA DULU.\n\nReply #stop untuk berhenti diingetin minum #AQUADULU'}"
1534181452547510274,"{'id': '1534181452547510274', 'text': '@GreatBraydino @vfn @Jack9Flaherty Shut up Braydon &amp; go hike up your skirt!'}"
1534181452555898880,"{'id': '1534181452555898880', 'text': 'RT @mayurkahar800: o ya,  #gaziemir cok #konak mükemmel https://t.co/FczNcj2lzv'}"
1534181452560191489,"{'id': '1534181452560191489', 'text': 'When listing on @coinmarketcap ? \n #coinmarketcap\nVote for https://t.co/hp1Sjh9cXJ #racersutopia #CKEY #bsc #IDO #cookiesale #gempad \n@realkimnara @realcakbadrun @hadijaneka'}"
1534181452568760320,"{'id': '1534181452568760320', 'text': 'awit lods https://t.co/orfo2SmCd6'}"
